Timestamp,Open,High,Low,Close,Volume,Datetime
1709596800,68359.0,68359.0,68230.0,68277.0,7.88998668,2024-03-05 00:00:00+00:00
1709596860,68277.0,68355.0,68200.0,68200.0,3.47024234,2024-03-05 00:01:00+00:00
1709596920,68211.0,68335.0,68203.0,68298.0,4.17665773,2024-03-05 00:02:00+00:00
1709596980,68324.0,68339.0,68285.0,68313.0,0.88114243,2024-03-05 00:03:00+00:00
1709597040,68302.0,68389.0,68289.0,68389.0,7.40735166,2024-03-05 00:04:00+00:00
1709597100,68389.0,68446.0,68384.0,68416.0,3.30646884,2024-03-05 00:05:00+00:00
1709597160,68413.0,68470.0,68377.0,68469.0,60.72370839,2024-03-05 00:06:00+00:00
1709597220,68466.0,68466.0,68314.0,68364.0,3.37898552,2024-03-05 00:07:00+00:00
1709597280,68352.0,68359.0,68262.0,68312.0,0.21335545,2024-03-05 00:08:00+00:00
1709597340,68314.0,68345.0,68302.0,68331.0,0.28589522,2024-03-05 00:09:00+00:00
1709597400,68342.0,68344.0,68235.0,68248.0,1.4428959,2024-03-05 00:10:00+00:00
1709597460,68249.0,68387.0,68249.0,68373.0,1.41588769,2024-03-05 00:11:00+00:00
1709597520,68366.0,68366.0,68236.0,68276.0,0.2417509,2024-03-05 00:12:00+00:00
1709597580,68277.0,68300.0,68253.0,68300.0,1.40093955,2024-03-05 00:13:00+00:00
1709597640,68286.0,68392.0,68286.0,68370.0,1.09812394,2024-03-05 00:14:00+00:00
1709597700,68331.0,68384.0,68319.0,68373.0,0.93586806,2024-03-05 00:15:00+00:00
1709597760,68378.0,68378.0,68293.0,68293.0,0.17634826,2024-03-05 00:16:00+00:00
1709597820,68303.0,68391.0,68303.0,68391.0,0.45039204,2024-03-05 00:17:00+00:00
1709597880,68394.0,68418.0,68374.0,68400.0,0.56064113,2024-03-05 00:18:00+00:00
1709597940,68398.0,68474.0,68380.0,68401.0,3.45387196,2024-03-05 00:19:00+00:00
1709598000,68413.0,68487.0,68406.0,68467.0,0.91999331,2024-03-05 00:20:00+00:00
1709598060,68483.0,68544.0,68465.0,68468.0,4.5007211,2024-03-05 00:21:00+00:00
1709598120,68489.0,68553.0,68489.0,68490.0,0.22684119,2024-03-05 00:22:00+00:00
1709598180,68472.0,68472.0,68256.0,68256.0,0.47735466,2024-03-05 00:23:00+00:00
1709598240,68296.0,68296.0,68216.0,68217.0,0.24055712,2024-03-05 00:24:00+00:00
1709598300,68214.0,68259.0,68214.0,68224.0,0.23305841,2024-03-05 00:25:00+00:00
1709598360,68210.0,68210.0,68115.0,68149.0,0.69004661,2024-03-05 00:26:00+00:00
1709598420,68138.0,68139.0,68089.0,68123.0,0.32455475,2024-03-05 00:27:00+00:00
1709598480,68081.0,68156.0,68045.0,68156.0,0.07745909,2024-03-05 00:28:00+00:00
1709598540,68146.0,68146.0,68100.0,68100.0,0.18299949,2024-03-05 00:29:00+00:00
1709598600,68136.0,68156.0,67987.0,67996.0,0.89285577,2024-03-05 00:30:00+00:00
1709598660,67977.0,68046.0,67953.0,68023.0,1.8013469,2024-03-05 00:31:00+00:00
1709598720,67979.0,68041.0,67977.0,68000.0,0.94487188,2024-03-05 00:32:00+00:00
1709598780,67990.0,68025.0,67983.0,67992.0,0.32733758,2024-03-05 00:33:00+00:00
1709598840,67990.0,68003.0,67897.0,67928.0,1.73821532,2024-03-05 00:34:00+00:00
1709598900,67928.0,68019.0,67928.0,67965.0,0.30742802,2024-03-05 00:35:00+00:00
1709598960,67969.0,67969.0,67909.0,67944.0,0.03515024,2024-03-05 00:36:00+00:00
1709599020,67904.0,67952.0,67896.0,67926.0,0.21326726,2024-03-05 00:37:00+00:00
1709599080,67930.0,67935.0,67880.0,67883.0,0.7262368,2024-03-05 00:38:00+00:00
1709599140,67899.0,67995.0,67899.0,67935.0,0.12207367,2024-03-05 00:39:00+00:00
1709599200,67957.0,68063.0,67957.0,68063.0,0.11582845,2024-03-05 00:40:00+00:00
1709599260,68068.0,68170.0,68068.0,68170.0,0.04416385,2024-03-05 00:41:00+00:00
1709599320,68174.0,68190.0,68147.0,68181.0,0.1171711,2024-03-05 00:42:00+00:00
1709599380,68178.0,68287.0,68171.0,68274.0,0.54683493,2024-03-05 00:43:00+00:00
1709599440,68271.0,68283.0,68199.0,68272.0,0.27265989,2024-03-05 00:44:00+00:00
1709599500,68283.0,68283.0,68185.0,68256.0,0.11757657,2024-03-05 00:45:00+00:00
1709599560,68219.0,68285.0,68214.0,68271.0,0.07451395,2024-03-05 00:46:00+00:00
1709599620,68251.0,68258.0,68197.0,68224.0,10.30426554,2024-03-05 00:47:00+00:00
1709599680,68217.0,68217.0,68077.0,68087.0,0.11857245,2024-03-05 00:48:00+00:00
1709599740,68088.0,68088.0,68024.0,68043.0,0.5588817,2024-03-05 00:49:00+00:00
1709599800,68028.0,68173.0,68007.0,68161.0,1.9052571,2024-03-05 00:50:00+00:00
1709599860,68165.0,68248.0,68165.0,68211.0,1.36381441,2024-03-05 00:51:00+00:00
1709599920,68193.0,68193.0,68075.0,68084.0,0.55489485,2024-03-05 00:52:00+00:00
1709599980,68111.0,68181.0,68099.0,68180.0,0.90239561,2024-03-05 00:53:00+00:00
1709600040,68182.0,68201.0,68088.0,68109.0,0.05709615,2024-03-05 00:54:00+00:00
1709600100,68100.0,68174.0,68088.0,68114.0,10.24504146,2024-03-05 00:55:00+00:00
1709600160,68119.0,68184.0,68119.0,68184.0,10.03066996,2024-03-05 00:56:00+00:00
1709600220,68166.0,68209.0,68131.0,68207.0,0.48818617,2024-03-05 00:57:00+00:00
1709600280,68189.0,68199.0,68144.0,68189.0,0.51891671,2024-03-05 00:58:00+00:00
1709600340,68207.0,68218.0,68137.0,68147.0,0.07217034,2024-03-05 00:59:00+00:00
1709600400,68152.0,68155.0,68096.0,68114.0,0.13466971,2024-03-05 01:00:00+00:00
1709600460,68112.0,68170.0,68112.0,68146.0,0.3057934,2024-03-05 01:01:00+00:00
1709600520,68171.0,68255.0,68171.0,68243.0,0.12106433,2024-03-05 01:02:00+00:00
1709600580,68241.0,68255.0,68200.0,68255.0,0.57821597,2024-03-05 01:03:00+00:00
1709600640,68256.0,68348.0,68236.0,68348.0,0.32813793,2024-03-05 01:04:00+00:00
1709600700,68348.0,68451.0,68266.0,68441.0,7.69733921,2024-03-05 01:05:00+00:00
1709600760,68443.0,68443.0,68217.0,68238.0,0.87682496,2024-03-05 01:06:00+00:00
1709600820,68238.0,68326.0,68141.0,68318.0,4.94739052,2024-03-05 01:07:00+00:00
1709600880,68288.0,68313.0,68233.0,68313.0,4.49201068,2024-03-05 01:08:00+00:00
1709600940,68329.0,68475.0,68329.0,68460.0,17.14616819,2024-03-05 01:09:00+00:00
1709601000,68447.0,68553.0,68438.0,68500.0,11.78620221,2024-03-05 01:10:00+00:00
1709601060,68501.0,68561.0,68490.0,68557.0,3.96213328,2024-03-05 01:11:00+00:00
1709601120,68569.0,68610.0,68551.0,68607.0,4.2345437,2024-03-05 01:12:00+00:00
1709601180,68558.0,68618.0,68440.0,68602.0,1.73788945,2024-03-05 01:13:00+00:00
1709601240,68597.0,68597.0,68443.0,68443.0,0.3199135,2024-03-05 01:14:00+00:00
1709601300,68463.0,68621.0,68463.0,68621.0,1.61803896,2024-03-05 01:15:00+00:00
1709601360,68593.0,68621.0,68587.0,68614.0,0.05300141,2024-03-05 01:16:00+00:00
1709601420,68609.0,68627.0,68605.0,68622.0,0.25570759,2024-03-05 01:17:00+00:00
