Timestamp,Open,High,Low,Close,Volume,Datetime,mid_price,price_diff,log_return,rolling_stdev,sigma,delta_ask,delta_bid,kappa,A
1709596800,68359.0,68359.0,68230.0,68277.0,7.88998668,2024-03-05 00:00:00+00:00,68277.0,,,,,,,,
1709596860,68277.0,68355.0,68200.0,68200.0,3.47024234,2024-03-05 00:01:00+00:00,68200.0,-77.0,-0.0011283953804697862,,,78.0,77.0,,
1709596920,68211.0,68335.0,68203.0,68298.0,4.17665773,2024-03-05 00:02:00+00:00,68298.0,98.0,0.0014359187217182013,,,135.0,0.0,,
1709596980,68324.0,68339.0,68285.0,68313.0,0.88114243,2024-03-05 00:03:00+00:00,68313.0,15.0,0.00021960164350289684,,,41.0,13.0,,
1709597040,68302.0,68389.0,68289.0,68389.0,7.40735166,2024-03-05 00:04:00+00:00,68389.0,76.0,0.0011119077677012941,,,76.0,24.0,,
1709597100,68389.0,68446.0,68384.0,68416.0,3.30646884,2024-03-05 00:05:00+00:00,68416.0,27.0,0.0003947224202413636,,,57.0,5.0,,
1709597160,68413.0,68470.0,68377.0,68469.0,60.72370839,2024-03-05 00:06:00+00:00,68469.0,53.0,0.0007743726872699104,,,54.0,39.0,,
1709597220,68466.0,68466.0,68314.0,68364.0,3.37898552,2024-03-05 00:07:00+00:00,68364.0,-105.0,-0.0015347178035910855,,,0.0,155.0,,
1709597280,68352.0,68359.0,68262.0,68312.0,0.21335545,2024-03-05 00:08:00+00:00,68312.0,-52.0,-0.0007609236809538369,,,0.0,102.0,,
1709597340,68314.0,68345.0,68302.0,68331.0,0.28589522,2024-03-05 00:09:00+00:00,68331.0,19.0,0.0002780969405304532,,,33.0,10.0,,
1709597400,68342.0,68344.0,68235.0,68248.0,1.4428959,2024-03-05 00:10:00+00:00,68248.0,-83.0,-0.0012154139394418917,,,13.0,96.0,,
1709597460,68249.0,68387.0,68249.0,68373.0,1.41588769,2024-03-05 00:11:00+00:00,68373.0,125.0,0.0018298802509103568,,,139.0,0.0,,
1709597520,68366.0,68366.0,68236.0,68276.0,0.2417509,2024-03-05 00:12:00+00:00,68276.0,-97.0,-0.001419695955217454,,,0.0,137.0,,
1709597580,68277.0,68300.0,68253.0,68300.0,1.40093955,2024-03-05 00:13:00+00:00,68300.0,24.0,0.0003514526746579595,,,24.0,23.0,,
1709597640,68286.0,68392.0,68286.0,68370.0,1.09812394,2024-03-05 00:14:00+00:00,68370.0,70.0,0.0010243653489581434,,,92.0,14.0,,
1709597700,68331.0,68384.0,68319.0,68373.0,0.93586806,2024-03-05 00:15:00+00:00,68373.0,3.0,4.387793160131599e-05,,,14.0,51.0,,
1709597760,68378.0,68378.0,68293.0,68293.0,0.17634826,2024-03-05 00:16:00+00:00,68293.0,-80.0,-0.0011707375519516415,,,5.0,80.0,,
1709597820,68303.0,68391.0,68303.0,68391.0,0.45039204,2024-03-05 00:17:00+00:00,68391.0,98.0,0.0014339647185148254,,,98.0,0.0,,
1709597880,68394.0,68418.0,68374.0,68400.0,0.56064113,2024-03-05 00:18:00+00:00,68400.0,9.0,0.00013158760463762766,,,27.0,17.0,,
1709597940,68398.0,68474.0,68380.0,68401.0,3.45387196,2024-03-05 00:19:00+00:00,68401.0,1.0,1.46197761714077e-05,,,74.0,20.0,,
1709598000,68413.0,68487.0,68406.0,68467.0,0.91999331,2024-03-05 00:20:00+00:00,68467.0,66.0,0.0009644329589929539,,,86.0,0.0,,
1709598060,68483.0,68544.0,68465.0,68468.0,4.5007211,2024-03-05 00:21:00+00:00,68468.0,1.0,1.460546974858441e-05,,,77.0,2.0,,
1709598120,68489.0,68553.0,68489.0,68490.0,0.22684119,2024-03-05 00:22:00+00:00,68490.0,22.0,0.00032126637639591233,,,85.0,0.0,,
1709598180,68472.0,68472.0,68256.0,68256.0,0.47735466,2024-03-05 00:23:00+00:00,68256.0,-234.0,-0.003422406920873827,,,0.0,234.0,,
1709598240,68296.0,68296.0,68216.0,68217.0,0.24055712,2024-03-05 00:24:00+00:00,68217.0,-39.0,-0.0005715416391761758,,,40.0,40.0,,
1709598300,68214.0,68259.0,68214.0,68224.0,0.23305841,2024-03-05 00:25:00+00:00,68224.0,7.0,0.0001026084535608258,,,42.0,3.0,,
1709598360,68210.0,68210.0,68115.0,68149.0,0.69004661,2024-03-05 00:26:00+00:00,68149.0,-75.0,-0.0010999245827467475,,,0.0,109.0,,
1709598420,68138.0,68139.0,68089.0,68123.0,0.32455475,2024-03-05 00:27:00+00:00,68123.0,-26.0,-0.00038158976628345937,,,0.0,60.0,,
1709598480,68081.0,68156.0,68045.0,68156.0,0.07745909,2024-03-05 00:28:00+00:00,68156.0,33.0,0.0004843005986982537,,,33.0,78.0,,
1709598540,68146.0,68146.0,68100.0,68100.0,0.18299949,2024-03-05 00:29:00+00:00,68100.0,-56.0,-0.0008219821975260131,,,0.0,56.0,,
1709598600,68136.0,68156.0,67987.0,67996.0,0.89285577,2024-03-05 00:30:00+00:00,67996.0,-104.0,-0.0015283332389434074,,,56.0,113.0,,
1709598660,67977.0,68046.0,67953.0,68023.0,1.8013469,2024-03-05 00:31:00+00:00,68023.0,27.0,0.00039700336503916436,,,50.0,43.0,,
1709598720,67979.0,68041.0,67977.0,68000.0,0.94487188,2024-03-05 00:32:00+00:00,68000.0,-23.0,-0.00033817810545567334,,,18.0,46.0,,
1709598780,67990.0,68025.0,67983.0,67992.0,0.32733758,2024-03-05 00:33:00+00:00,67992.0,-8.0,-0.00011765397978160611,,,25.0,17.0,,
1709598840,67990.0,68003.0,67897.0,67928.0,1.73821532,2024-03-05 00:34:00+00:00,67928.0,-64.0,-0.0009417304992627655,,,11.0,95.0,,
1709598900,67928.0,68019.0,67928.0,67965.0,0.30742802,2024-03-05 00:35:00+00:00,67965.0,37.0,0.000544546090148875,,,91.0,0.0,,
1709598960,67969.0,67969.0,67909.0,67944.0,0.03515024,2024-03-05 00:36:00+00:00,67944.0,-21.0,-0.0003090303095030062,,,4.0,56.0,,
1709599020,67904.0,67952.0,67896.0,67926.0,0.21326726,2024-03-05 00:37:00+00:00,67926.0,-18.0,-0.000264959153680849,,,8.0,48.0,,
1709599080,67930.0,67935.0,67880.0,67883.0,0.7262368,2024-03-05 00:38:00+00:00,67883.0,-43.0,-0.0006332422952367602,,,9.0,46.0,,
1709599140,67899.0,67995.0,67899.0,67935.0,0.12207367,2024-03-05 00:39:00+00:00,67935.0,52.0,0.0007657306474962299,,,112.0,0.0,,
1709599200,67957.0,68063.0,67957.0,68063.0,0.11582845,2024-03-05 00:40:00+00:00,68063.0,128.0,0.0018823811790736032,,,128.0,0.0,,
1709599260,68068.0,68170.0,68068.0,68170.0,0.04416385,2024-03-05 00:41:00+00:00,68170.0,107.0,0.0015708385193333849,,,107.0,0.0,,
1709599320,68174.0,68190.0,68147.0,68181.0,0.1171711,2024-03-05 00:42:00+00:00,68181.0,11.0,0.00016134828529121333,,,20.0,23.0,,
1709599380,68178.0,68287.0,68171.0,68274.0,0.54683493,2024-03-05 00:43:00+00:00,68274.0,93.0,0.001363086942941651,,,106.0,10.0,,
1709599440,68271.0,68283.0,68199.0,68272.0,0.27265989,2024-03-05 00:44:00+00:00,68272.0,-2.0,-2.9294157282444868e-05,,,9.0,75.0,,
1709599500,68283.0,68283.0,68185.0,68256.0,0.11757657,2024-03-05 00:45:00+00:00,68256.0,-16.0,-0.00023438415670412767,,,11.0,87.0,,
1709599560,68219.0,68285.0,68214.0,68271.0,0.07451395,2024-03-05 00:46:00+00:00,68271.0,15.0,0.00021973675625121714,,,29.0,42.0,,
