Timestamp,Open,High,Low,Close,Volume,Datetime,mid_price,price_diff,log_return,rolling_stdev,sigma,delta_ask,delta_bid,kappa,A
1722824640,54249.0,54369.0,54212.0,54366.0,0.73306899,2024-08-05 02:24:00+00:00,54366.0,105.0,0.0019332216244906336,192.43524921708834,24.84328384803523,108.0,49.0,0.008146086484284842,0.029722222222222223
1722824700,54362.0,54389.0,54212.0,54212.0,1.15580853,2024-08-05 02:25:00+00:00,54212.0,-154.0,-0.002836672314209017,193.52032477673987,24.983366500432133,23.0,154.0,0.008422234699606962,0.029722222222222223
1722824760,54210.0,54231.0,54096.0,54110.0,2.40853006,2024-08-05 02:26:00+00:00,54110.0,-102.0,-0.0018832744991256248,193.95859174250165,25.03994652241841,19.0,116.0,0.008534243652656284,0.029722222222222223
1722824820,54131.0,54315.0,54128.0,54226.0,0.90285757,2024-08-05 02:27:00+00:00,54226.0,116.0,0.0021414865664411945,190.3029668950001,24.568007383939893,205.0,0.0,0.008651766402307137,0.029722222222222223
1722824880,54226.0,54236.0,54150.0,54218.0,0.81399796,2024-08-05 02:28:00+00:00,54218.0,-8.0,-0.000147541588552883,189.92381092112234,24.51905855819177,10.0,76.0,0.008745718242110633,0.029722222222222223
1722824940,54236.0,54251.0,54150.0,54150.0,0.57777167,2024-08-05 02:29:00+00:00,54150.0,-68.0,-0.0012549831855327134,189.21474587488456,24.427518654343213,33.0,68.0,0.008833271991166729,0.029722222222222223
1722825000,54143.0,54283.0,54143.0,54283.0,0.74792164,2024-08-05 02:30:00+00:00,54283.0,133.0,0.0024531289680768255,184.61862583620777,23.8341621087777,133.0,7.0,0.009033423667570008,0.029722222222222223
1722825060,54269.0,54323.0,54188.0,54291.0,1.79712707,2024-08-05 02:31:00+00:00,54291.0,8.0,0.00014736493109717878,184.326469003074,23.79644482380411,40.0,95.0,0.009140071597227512,0.029722222222222223
1722825120,54299.0,54450.0,54286.0,54405.0,0.94072907,2024-08-05 02:32:00+00:00,54405.0,114.0,0.0020975940568016887,181.56377457325596,23.439782506559265,159.0,5.0,0.009305932531989143,0.029722222222222223
1722825180,54398.0,54501.0,54371.0,54450.0,0.18943204,2024-08-05 02:33:00+00:00,54450.0,45.0,0.0008267879759939956,169.50614458139097,21.88314916811846,96.0,34.0,0.009599232061435085,0.03
1722825240,54459.0,54513.0,54338.0,54351.0,1.50042101,2024-08-05 02:34:00+00:00,54351.0,-99.0,-0.0018198367169859828,167.05173933790445,21.566286813689544,63.0,112.0,0.00969775335380637,0.03
1722825300,54334.0,54436.0,54330.0,54364.0,0.58672892,2024-08-05 02:35:00+00:00,54364.0,13.0,0.00023915743111744707,166.1209857931981,21.446127047753837,85.0,21.0,0.009775967413441954,0.03
1722825360,54347.0,54445.0,54320.0,54345.0,0.19095145,2024-08-05 02:36:00+00:00,54345.0,-19.0,-0.00034955707795059857,162.4638777757101,20.973996432853415,81.0,44.0,0.010034283802993562,0.03
1722825420,54343.0,54343.0,54138.0,54138.0,0.29323962,2024-08-05 02:37:00+00:00,54138.0,-207.0,-0.0038162707747316565,164.12243173579296,21.18811482839299,0.0,207.0,0.010003334444814937,0.029722222222222223
1722825480,54138.0,54209.0,54054.0,54090.0,2.19512537,2024-08-05 02:38:00+00:00,54090.0,-48.0,-0.0008870163570830261,164.05832210176789,21.179838310229307,71.0,84.0,0.00997506234413965,0.029722222222222223
