Timestamp,Open,High,Low,Close,Volume,Datetime
1722816000,58137.0,58193.0,58117.0,58175.0,0.25721683,2024-08-05 00:00:00+00:00
1722816060,58207.0,58207.0,58100.0,58108.0,0.11522896,2024-08-05 00:01:00+00:00
1722816120,58120.0,58186.0,58102.0,58186.0,0.48568745,2024-08-05 00:02:00+00:00
1722816180,58186.0,58209.0,58170.0,58188.0,0.32006169,2024-08-05 00:03:00+00:00
1722816240,58182.0,58280.0,58152.0,58280.0,1.6919922,2024-08-05 00:04:00+00:00
1722816300,58251.0,58267.0,58201.0,58201.0,1.01658333,2024-08-05 00:05:00+00:00
1722816360,58270.0,58270.0,58194.0,58194.0,0.12079777,2024-08-05 00:06:00+00:00
1722816420,58170.0,58170.0,58040.0,58040.0,0.28122263,2024-08-05 00:07:00+00:00
1722816480,58023.0,58023.0,57931.0,57931.0,5.58995363,2024-08-05 00:08:00+00:00
1722816540,57924.0,57927.0,57766.0,57766.0,4.19247649,2024-08-05 00:09:00+00:00
1722816600,57774.0,57844.0,57774.0,57807.0,0.10400023,2024-08-05 00:10:00+00:00
1722816660,57857.0,57857.0,57694.0,57722.0,0.56486287,2024-08-05 00:11:00+00:00
1722816720,57698.0,57720.0,57628.0,57644.0,21.51277404,2024-08-05 00:12:00+00:00
1722816780,57643.0,57643.0,57536.0,57550.0,5.1976564,2024-08-05 00:13:00+00:00
1722816840,57529.0,57538.0,57488.0,57505.0,0.03823836,2024-08-05 00:14:00+00:00
1722816900,57447.0,57845.0,57419.0,57845.0,17.93389585,2024-08-05 00:15:00+00:00
1722816960,57808.0,58028.0,57808.0,57972.0,51.0928934,2024-08-05 00:16:00+00:00
1722817020,58028.0,58217.0,58028.0,58217.0,6.94340002,2024-08-05 00:17:00+00:00
1722817080,58111.0,58111.0,57786.0,57799.0,2.89683161,2024-08-05 00:18:00+00:00
1722817140,57836.0,57927.0,57834.0,57880.0,1.2242937,2024-08-05 00:19:00+00:00
1722817200,57871.0,57871.0,57744.0,57819.0,0.65002469,2024-08-05 00:20:00+00:00
1722817260,57797.0,57890.0,57797.0,57870.0,0.60189636,2024-08-05 00:21:00+00:00
1722817320,57845.0,57845.0,57668.0,57668.0,0.04750964,2024-08-05 00:22:00+00:00
1722817380,57630.0,57630.0,57519.0,57577.0,49.37466384,2024-08-05 00:23:00+00:00
1722817440,57572.0,57578.0,57400.0,57407.0,4.9699876,2024-08-05 00:24:00+00:00
1722817500,57386.0,57501.0,57360.0,57367.0,1.09823692,2024-08-05 00:25:00+00:00
1722817560,57372.0,57403.0,57302.0,57302.0,15.43135399,2024-08-05 00:26:00+00:00
1722817620,57302.0,57482.0,57289.0,57468.0,1.34286557,2024-08-05 00:27:00+00:00
1722817680,57395.0,57451.0,57344.0,57451.0,0.36753822,2024-08-05 00:28:00+00:00
1722817740,57373.0,57410.0,57317.0,57388.0,0.16465949,2024-08-05 00:29:00+00:00
1722817800,57376.0,57389.0,57291.0,57325.0,2.49455973,2024-08-05 00:30:00+00:00
1722817860,57354.0,57499.0,57348.0,57434.0,0.17204542,2024-08-05 00:31:00+00:00
1722817920,57361.0,57381.0,57336.0,57345.0,0.2215847,2024-08-05 00:32:00+00:00
1722817980,57304.0,57446.0,57304.0,57446.0,0.71060805,2024-08-05 00:33:00+00:00
1722818040,57312.0,57342.0,57286.0,57310.0,4.62096442,2024-08-05 00:34:00+00:00
1722818100,57323.0,57344.0,57226.0,57226.0,5.43332408,2024-08-05 00:35:00+00:00
1722818160,57219.0,57286.0,57120.0,57151.0,11.11501216,2024-08-05 00:36:00+00:00
1722818220,57125.0,57143.0,56900.0,56906.0,35.73130396,2024-08-05 00:37:00+00:00
1722818280,56918.0,56977.0,56652.0,56652.0,26.5173545,2024-08-05 00:38:00+00:00
1722818340,56697.0,56802.0,56697.0,56777.0,1.03929034,2024-08-05 00:39:00+00:00
1722818400,56766.0,56993.0,56766.0,56856.0,2.98043655,2024-08-05 00:40:00+00:00
1722818460,56844.0,56881.0,56697.0,56752.0,5.17922105,2024-08-05 00:41:00+00:00
1722818520,56784.0,56798.0,56670.0,56782.0,4.7294821,2024-08-05 00:42:00+00:00
1722818580,56800.0,56880.0,56735.0,56739.0,0.99825152,2024-08-05 00:43:00+00:00
1722818640,56675.0,56783.0,56675.0,56707.0,0.79151452,2024-08-05 00:44:00+00:00
